exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1
textCNN,0,6.29894065857,32.55128125,32000,31941,10396,21604,1.0,1.0,1.0,0.379850671206,0.904698922663,0.522016344914,0.511429253315,0.583452976822,textCNN_0,156.043609619,0.0460982918739,1.0,0.0110701210797,1.0
textCNN,1,6.20774555206,30.57671875,6400,6395,2175,4225,1.0,1.0,1.0,0.44227236687,0.91383908046,0.522793082738,0.527400539931,0.624920919141,textCNN_1,133.331878662,0.00844845175743,1.0,0.0393513478339,1.0
