exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,qed,DRD2,model_samples,neg-loglike,D_loss_0,Accuracy_0
exp240,0,6.32142543793,33.60034375,32000,31851,10971,21029,1.0,1.0,1.0,0.386150059825,0.903126424209,0.53384031769,0.506400271542,0.582901999999,0.715824847626,0.00750318339483,exp240_0,391.895202637,0,0
exp240,1,6.24871015549,30.266875,6400,6372,2694,3706,1.0,1.0,1.0,0.431401006526,0.913678544915,0.529113280371,0.496046297494,0.611565724148,0.710828384249,0.00575153664386,exp240_1,403.10635376,0,0
exp240,2,6.19799613953,28.59234375,6400,6354,2933,3467,1.0,1.0,1.0,0.380228341413,0.920405727924,0.529965385117,0.489942960436,0.649572203737,0.71431008753,0.00665719391275,exp240_2,426.087554932,0,0
exp240,3,6.11810731888,27.31578125,6400,6278,3300,3100,1.0,1.0,1.0,0.432322814413,0.926212121212,0.536918030153,0.48678157561,0.695645331453,0.710169657493,0.00601070498805,exp240_3,417.127502441,0,0
exp240,4,6.03773069382,26.04796875,6400,6118,3908,2492,1.0,0.999744114637,1.0,0.410127055883,0.938651484135,0.547866927235,0.479793085008,0.73842173553,0.710334774426,0.00587831829778,exp240_4,478.194885254,0,0
exp240,5,5.97701072693,25.3575,6400,5964,4220,2180,0.999763033175,0.999763033175,0.999834123223,0.441818027543,0.944265402844,0.563081718523,0.479233504881,0.771887011355,0.707609770163,0.0065579626083,exp240_5,503.262695312,0,0
exp240,6,5.90012168884,25.0978125,6400,5812,4281,2119,1.0,1.0,1.0,0.418310964192,0.950233590283,0.569627402765,0.471395592562,0.786388231054,0.704603491221,0.00582134822341,exp240_6,469.901550293,0,0
exp240,7,5.86044359207,24.520625,6400,5693,4263,2137,1.0,1.0,1.0,0.416676332579,0.955172413793,0.576324607162,0.474399018735,0.80427191571,0.700403297091,0.00397979144907,exp240_7,421.357208252,0,0
exp240,8,5.81087207794,23.8021875,6400,5540,4380,2020,0.999771689498,0.999771689498,0.999840182648,0.369100366641,0.958835616438,0.584746560985,0.472566112541,0.815640340311,0.70017522408,0.00513826122579,exp240_8,436.922973633,0,0
exp240,9,5.76838922501,22.80953125,6400,5352,4704,1696,0.999787414966,0.999787414966,0.999851190476,0.434366229862,0.963073979592,0.585993076435,0.471214420358,0.832906299225,0.69460148596,0.00426118907683,exp240_9,444.364898682,0,0
exp240,10,5.7416343689,22.18065625,32000,22372,25053,6947,0.999920169241,0.999920169241,0.999944118469,0.394455495767,0.966604797829,0.589360036395,0.476308521843,0.847566290847,0.690434805697,0.0046072751094,exp240_10,412.892730713,0,0
exp240,11,5.73676490784,21.6484375,6400,4953,5166,1234,1.0,1.0,1.0,0.332795469935,0.967324816105,0.585253405637,0.47785766178,0.858854842103,0.685236804149,0.00329108407112,exp240_11,427.422637939,0,0
exp240,12,5.73576307297,21.9103125,6400,4946,5213,1187,0.999808171878,0.999808171878,0.999865720315,0.456787062586,0.968214080184,0.593017723007,0.477373140291,0.8614293809,0.690294764731,0.00363401336006,exp240_12,420.448791504,0,0
exp240,13,5.71796703339,21.96078125,6400,4906,5243,1157,0.999809269502,1.0,0.999866488652,0.408237540877,0.970150677093,0.599616862293,0.480385739572,0.866727808775,0.694539150155,0.00411729904933,exp240_13,411.59664917,0,0
exp240,14,5.72119522095,22.07015625,6400,4955,5347,1053,0.999625958481,0.999625958481,0.999738170937,0.391274714526,0.971750514307,0.60316566354,0.476959809637,0.866131861144,0.696622869978,0.00409223353481,exp240_14,430.362945557,0,0
exp240,15,5.71023702621,22.3340625,6400,4975,5400,1000,1.0,1.0,1.0,0.393108245129,0.970972222222,0.610366281683,0.476940045014,0.864856824167,0.702133332783,0.0034698195571,exp240_15,471.088867188,0,0
exp240,16,5.71013832092,22.92265625,6400,5124,5346,1054,0.999812944257,0.999812944257,0.99986906098,0.38286854643,0.970650953984,0.623256558877,0.472556586052,0.863304538175,0.712061943583,0.00563052669601,exp240_16,463.31451416,0,0
exp240,17,5.71246814728,23.195625,6400,5160,5436,964,0.99944812362,0.99944812362,0.999613686534,0.396400452272,0.97200147167,0.63134550327,0.468181138257,0.858065684839,0.717679154098,0.00477581530302,exp240_17,468.226165771,0,0
exp240,18,5.72505760193,23.87875,6400,5263,5453,947,0.999816614708,0.999633229415,0.999871630295,0.311433954661,0.97091509261,0.645533895029,0.466448701205,0.852811322911,0.722257215624,0.00638534588055,exp240_18,511.778594971,0,0
exp240,19,5.77075004578,24.91203125,6400,5469,5371,1029,1.0,1.0,1.0,0.367894392547,0.967929622044,0.658228175928,0.468476302974,0.845715898999,0.727848991274,0.00656432985535,exp240_19,539.424438477,0,0
exp240,20,5.79072904587,25.63353125,32000,24935,26963,5037,0.999851648555,0.999851648555,0.999896153989,0.393015720253,0.969842005712,0.672453125189,0.465856460432,0.841270650108,0.726733688965,0.00713255928691,exp240_20,465.513122559,0,0
exp240,21,5.80224180222,25.958125,6400,5575,5405,995,0.999814986124,0.999814986124,0.999870490287,0.411743556823,0.971017576318,0.675805228404,0.463070924964,0.843056116931,0.727258692299,0.00660887136346,exp240_21,525.163635254,0,0
exp240,22,5.79386425018,26.2625,6400,5592,5418,982,1.0,1.0,1.0,0.381096461804,0.971317829457,0.682387076778,0.458542173467,0.844742438213,0.729197527125,0.00548529285738,exp240_22,517.469665527,0,0
