exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,qed,DRD2,model_samples,neg-loglike,D_loss_0,Accuracy_0
drd2_organ2_04,45,6.25825119019,32.48390625,6400,6200,2138,4262,1.0,1.0,1.0,0.614243395038,0.871936389149,0.679688868294,0.540883527546,0.646498790442,0.627837510292,0.295365184819,drd2_organ2_04_45,117.492736816,0.00142089289147,1.0
drd2_organ2_04,46,6.24211549759,32.53296875,6400,6159,2398,4002,1.0,1.0,1.0,0.541043093982,0.876730608841,0.673024206445,0.539638776768,0.65790276971,0.639511666712,0.299683451343,drd2_organ2_04_46,129.333328247,0.00126448192168,1.0
drd2_organ2_04,47,6.23355484009,32.3421875,6400,6137,2758,3642,1.0,1.0,1.0,0.597454112626,0.886493836113,0.670662737178,0.535532520923,0.667685882635,0.645759287443,0.318415158075,drd2_organ2_04_47,128.698150635,0.00119217403699,1.0
drd2_organ2_04,48,6.22909402847,32.24140625,6400,6147,2983,3417,1.0,1.0,1.0,0.542519657432,0.89641300704,0.67412955361,0.528921845511,0.679530796052,0.645534017272,0.30306969568,drd2_organ2_04_48,147.114562988,0.00119914428797,1.0
drd2_organ2_04,49,6.22739505768,31.899375,6400,6151,3082,3318,1.0,1.0,1.0,0.586651287213,0.902595717067,0.672789504545,0.527420491877,0.67860686757,0.647679504582,0.30719181381,drd2_organ2_04_49,131.679077148,0.00125701411162,1.0
drd2_organ2_04,50,6.23226451874,31.298625,32000,28968,16406,15594,1.0,1.0,1.0,0.558037267814,0.905135316348,0.666243026441,0.524291490057,0.687320643723,0.650019742629,0.31723042035,drd2_organ2_04_50,176.102386475,0.000931986724027,1.0
drd2_organ2_04,51,6.22059869766,30.6121875,6400,6025,3418,2982,1.0,1.0,1.0,0.598868225711,0.909961966062,0.653754889008,0.517372372132,0.691759149336,0.652060438412,0.312123632693,drd2_organ2_04_51,154.74937439,0.0133129172027,1.0
drd2_organ2_04,52,6.21801948547,30.13140625,6400,5971,3643,2757,1.0,1.0,1.0,0.628367564344,0.909703541038,0.651443919672,0.510855056845,0.694757526034,0.651767852463,0.322043950625,drd2_organ2_04_52,167.191253662,0.00085924618179,1.0
drd2_organ2_04,53,6.22448348999,29.69046875,6400,6000,3689,2711,1.0,1.0,1.0,0.608273075101,0.911276768772,0.642263099377,0.505387803823,0.695536727929,0.650928270743,0.331154710669,drd2_organ2_04_53,173.564865112,0.000845603412017,1.0
drd2_organ2_04,54,6.21454763412,29.146875,6400,5870,3821,2579,1.0,1.0,1.0,0.668335153321,0.913294948966,0.636290124275,0.507047356909,0.698478272865,0.657406183963,0.335849151085,drd2_organ2_04_54,156.875808716,0.000717416056432,1.0
drd2_organ2_04,55,6.19473075867,28.32984375,6400,5759,3961,2439,1.0,1.0,1.0,0.628335624459,0.912761928806,0.629601351547,0.508858508285,0.703194162382,0.662833951749,0.338200378657,drd2_organ2_04_55,151.911621094,0.00104835990351,1.0
drd2_organ2_04,56,6.1575422287,27.29734375,6400,5586,3997,2403,1.0,1.0,1.0,0.657496765987,0.917863397548,0.62101593923,0.504546634161,0.716133412911,0.669315011626,0.328470376958,drd2_organ2_04_56,135.980484009,0.000618666410446,1.0
drd2_organ2_04,57,6.14128112793,26.78921875,6400,5435,4000,2400,1.0,1.0,1.0,0.646459667197,0.91795,0.61640548399,0.50592093943,0.720024999509,0.670977847969,0.325587696762,drd2_organ2_04_57,139.364227295,0.000527607800905,1.0
drd2_organ2_04,58,6.11286354065,26.19890625,6400,5373,4036,2364,1.0,1.0,1.0,0.644152619844,0.923042616452,0.614724092868,0.507787695288,0.7309440117,0.674685792562,0.326054326347,drd2_organ2_04_58,158.817932129,0.000543151225429,1.0
drd2_organ2_04,59,6.10588693619,25.93828125,6400,5312,3962,2438,1.0,1.0,1.0,0.656772966194,0.924772841999,0.608767629716,0.506319154037,0.732103694087,0.671789144166,0.33113240266,drd2_organ2_04_59,137.742202759,0.000557051156648,1.0
drd2_organ2_04,60,6.11661720276,26.138375,32000,22982,19341,12659,1.0,1.0,1.0,0.589464149906,0.925888009927,0.610590474876,0.506981984417,0.725058180435,0.670571248024,0.342686718382,drd2_organ2_04_60,151.414993286,0.000470893108286,1.0
